unique_id,name,firstname,title,namesuffix,fblink1,fblink2,twlink,isListed,list_place,isDC,constituency,constituency_str,state,renewed_candidacy,party,sex,age,residence,birthplace,profession
130,Stussig,Mario-Frank Constantin,NA,NA,NA,NA,NA,1,7,0,NA,NA,2,0,6,1,1952,Hamburg,Bonn,Unternehmensberater / Ingenieur
131,Schmidt,Lutz,NA,NA,https://www.facebook.com/lutz.schmidt.184,NA,NA,1,8,0,NA,NA,2,0,6,1,1965,Hamburg,Hamburg,Redakteur
132,Rohrbeck,Lutz,NA,NA,https://www.facebook.com/lutz.rohrbeck,NA,https://twitter.com/lrohrbeck,1,9,0,NA,NA,2,0,6,1,1988,Hamburg,Mölln,Jurist
133,Pauly,Rose-Felicitas,NA,NA,https://www.facebook.com/rose.pauly.31,NA,NA,1,10,0,NA,NA,2,0,6,0,1938,Hamburg,Düsseldorf,selbständig
134,Hajduk,Anja Margarete Helene,NA,NA,https://www.facebook.com/anja.hajduk,NA,https://twitter.com/HajdukBundestag,1,1,1,21,Hamburg-Nord,2,1,4,0,1963,Hamburg,Duisburg,Dipl.-Psychologin
135,Sarrazin,Manuel Ferdinand Theodor,NA,NA,https://www.facebook.com/Manuel-Sarrazin-75020759072,https://www.facebook.com/manuel.sarrazin,https://twitter.com/ManuelSarrazin,1,2,1,23,Hamburg-Bergedorf – Harburg,2,1,4,1,1982,Hamburg,Dortmund,Historiker
136,Jasberg,Jennifer,NA,NA,https://www.facebook.com/Deine.Mudda.ist.bei,https://www.facebook.com/jjindenbundestag,https://twitter.com/jenny_jasberg,1,3,0,NA,NA,2,0,4,0,1983,Hamburg,Gelsenkirchen,wiss. Mitarbeiterin
137,Müller,Johannes Alexander,NA,NA,https://www.facebook.com/johannes.muller.9,https://www.facebook.com/jjindenbundestag,https://twitter.com/19Joe92,1,4,0,NA,NA,2,0,4,1,1992,Hamburg,Gunzenhausen,Student
138,Demirel,Phyliss Hatice,NA,NA,https://www.facebook.com/filiz.demirel.73,NA,https://twitter.com/filizdemi,1,5,1,19,Hamburg-Altona,2,0,4,0,1964,Hamburg,"Düzce, Türkei",Dipl.-Volkswirtin
139,Paustian-Döscher,Dennis,NA,NA,https://www.facebook.com/dennis.paustian,https://www.facebook.com/Dennis-Paustian-D%C3%B6scher-Spitzenkandidat-der-Gr%C3%BCnen-Wandsbek-101265453283663/,https://twitter.com/Pausti1980,1,6,1,22,Hamburg-Wandsbek,2,0,4,1,1980,Hamburg,Oldenburg in Holstein,Steuerfachangestellter
140,Çelikkol,Meryem Dagmar,NA,NA,https://www.facebook.com/meryem.celikkol,NA,https://twitter.com/meryem_celikkol,1,7,1,18,Hamburg-Mitte,2,0,4,0,1969,Hamburg,Hamburg,wiss. Mitarbeiterin
141,Schweim,Oliver,NA,NA,https://www.facebook.com/oliver.schweim,NA,https://twitter.com/oschweim,1,8,0,NA,NA,2,0,4,1,1967,Hamburg,Hamburg,Dipl.-Ingenieur
142,Gallina,Anna Gesche Lydia,NA,NA,https://www.facebook.com/anna.gallina.9,NA,https://twitter.com/annagallinahh,0,NA,1,20,Hamburg-Eimsbüttel,2,0,4,0,1983,Hamburg,Hamburg,Dipl.-Politologin
143,Masi,Fabio Valeriano Lanfranco,NA,De,www.facebook.com/fabio.d.masi,NA,https://twitter.com/FabioDeMasi,1,1,0,NA,NA,2,0,3,1,1980,Hamburg,Groß-Gerau,MdEP / Dipl.-Volkswirt
144,Nastic,Zaklin,NA,NA,https://www.facebook.com/zaklin.nastic,NA,https://twitter.com/ZaklinNastic,1,2,1,20,Hamburg-Eimsbüttel,2,0,3,0,1980,Hamburg,"Gdynia, Polen",Angehörigenpflegerin
145,Kerth,Cornelia Lieselotte,NA,NA,NA,NA,NA,1,3,1,22,Hamburg-Wandsbek,2,0,3,0,1954,Hamburg,Bad Kreuznach,Sozialwissenschaftlerin
146,Krukenberg,Niclas,NA,NA,NA,NA,NA,1,4,0,NA,NA,2,0,3,1,1992,Hamburg,Hamburg,Student
147,Rambatz,Sarah,NA,NA,https://www.facebook.com/Sarah.Rambatz,NA,https://twitter.com/SarahRambatz,1,5,0,NA,NA,2,0,3,0,1993,Hamburg,Hamburg,Praktikantin
148,Stoop,David Christopher,NA,NA,NA,NA,NA,1,6,1,23,Hamburg-Bergedorf – Harburg,2,0,3,1,1983,Hamburg,Engelskirchen,Pädagoge
149,Behrens,Rainer Heinrich Wilhelm,NA,NA,NA,NA,NA,1,7,1,21,Hamburg-Nord,2,0,3,1,1950,Hamburg,Hannover,Rentner
150,Dolzer,Martin,NA,NA,https://www.facebook.com/mdolzer,https://www.facebook.com/dolzermartin/,https://twitter.com/mdolzer,0,NA,1,18,Hamburg-Mitte,2,0,3,1,1966,Hamburg,Kiel,MdHB / Journalist
151,Jarowoy,Valentin Robert,NA,NA,NA,NA,NA,0,NA,1,19,Hamburg-Altona,2,0,3,1,1952,Hamburg,Gauchsmühle,Krimiautor
152,Baumann,Bernd,Dr.,NA,https://www.facebook.com/Dr.Bernd.Baumann,NA,NA,1,1,1,19,Hamburg-Altona,2,0,7,1,1958,Hamburg,Wanne-Eickel,Kaufmann
153,Wolf,Alexander,Dr.,NA,www.facebook.com/Alexander.Wolf.AfD,NA,NA,1,2,1,20,Hamburg-Eimsbüttel,2,0,7,1,1967,Hamburg,Leipzig,Rechtsanwalt
154,Wagner,Dietmar Werner,NA,NA,https://www.facebook.com/DietmarWagner.Hamburg/,NA,NA,1,3,1,22,Hamburg-Wandsbek,2,0,7,1,1952,Hamburg,Limburg a.d. Lahn,Schulleiter
155,Jordan,Nicole,NA,NA,https://www.facebook.com/Nicole.Jordan.AfD,https://www.facebook.com/nicole.jordan.3910,NA,1,4,1,18,Hamburg-Mitte,2,0,7,0,1974,Hamburg,Hamburg,Angestellte
156,Walczak,Krzysztof Rafal,NA,NA,https://www.facebook.com/krz.walczak,https://www.facebook.com/walczak.afd,https://twitter.com/Rekonstrukteur,1,5,0,NA,NA,2,0,7,1,1994,Hamburg,"Toruń, Polen",Jurastudent
157,Thiermann,Delphine,NA,NA,https://www.facebook.com/delphine.thiermann.afd/,NA,NA,1,6,1,21,Hamburg-Nord,2,0,7,0,1991,Hamburg,Hamburg,Jurastudentin
158,Lorkowski,Peter-Paul,NA,NA,NA,NA,NA,0,NA,1,23,Hamburg-Bergedorf – Harburg,2,0,7,1,1942,Hamburg,Hamburg-Marmstorf,Kaufmann
159,Leyen,Ursula,Dr.,von der,NA,NA,https://twitter.com/vdleyen,1,1,1,42,Stadt Hannover II,3,1,1,0,1958,Burgdorf,"Brüssel, Belgien",MdB / Bundesministerin / Ärztin
160,Grosse-Brömer,Michael,NA,NA,https://www.facebook.com/MGrosseBroemer/,NA,https://twitter.com/mgrossebroemer,1,2,1,36,Harburg,3,1,1,1,1960,Brackel,Oberhausen,MdB / Rechtsanwalt
161,Ferlemann,Enak,NA,NA,NA,NA,NA,1,3,1,29,Cuxhaven – Stade II,3,1,1,1,1963,Cuxhaven,Bad Rothenfelde,MdB / parl. Staatssekretär
162,Flachsbarth,Maria Franziska,Dr.,NA,https://www.facebook.com/maria.flachsbarth/,NA,NA,1,4,1,47,Hannover-Land II,3,1,1,0,1963,Hannover,Lünen,MdB / Tierärztin
163,Middelberg,Mathias,Dr.,NA,https://www.facebook.com/mathias.middelberg,NA,NA,1,5,1,39,Stadt Osnabrück,3,1,1,1,1964,Osnabrück,Osnabrück,MdB / Rechtsanwalt
164,Albani,Stephan,NA,NA,https://www.facebook.com/StephanAlbaniMdB,https://www.facebook.com/stephan.albani,https://twitter.com/stephan_albani,1,6,1,27,Oldenburg – Ammerland,3,1,1,1,1968,Bad Zwischenahn,Göttingen,MdB / Geschäftsführer
165,Connemann,Gitta,NA,NA,https://www.facebook.com/GittaConnemann/,NA,https://twitter.com/GittaConnemann,1,7,1,25,Unterems,3,1,1,0,1964,Hesel,Leer (Ostfriedland),MdB / Rechtsanwältin
166,Müller,Carsten,NA,NA,https://www.facebook.com/carsten.muller.125,NA,https://twitter.com/CarstenMuellers,1,8,1,50,Braunschweig,3,1,1,1,1970,Braunschweig,Braunschweig,Rechtsanwalt / Bankkaufmann
167,Güntzler,Fritz,NA,NA,https://www.facebook.com/Fritz-Güntzler-MdB-621011257931252,https://www.facebook.com/fritz.guntzler,https://twitter.com/fguentzler,1,9,1,53,Göttingen,3,1,1,1,1966,Göttingen,Cuxhaven,MdB
168,Grotelüschen,Astrid Katharina Josefine,NA,NA,https://www.facebook.com/astrid.groteluschen,NA,NA,1,10,1,28,Delmenhorst – Wesermarsch – Oldenburg-Land,3,1,1,0,1964,Großenkneten,Köln,MdB / Dipl.-Ökotrophologin
169,Otte,Henning,NA,NA,https://www.facebook.com/henning.otte.12,https://www.facebook.com/henningottecducelleuelzen/,NA,1,11,1,44,Celle – Uelzen,3,1,1,1,1968,Bergen,Celle,MdB
170,Hoppenstedt,Hendrik,Dr.,NA,https://www.facebook.com/HendrikHoppenstedt/,NA,NA,1,12,1,43,Hannover-Land I,3,1,1,1,1972,Burgwedel,Großburgwedel,MdB / Bürgermeister a. D.
171,Pahlmann,Ingrid,NA,NA,https://www.facebook.com/ipahlmann,https://www.facebook.com/ingrid.pahlmann,NA,1,13,1,45,Gifhorn – Peine,3,1,1,0,1957,Gifhorn,Gifhorn,MdB / Hauswirtschaftsleiterin
172,Bertram,Ute,NA,NA,https://www.facebook.com/UteBertramHildesheim,https://www.facebook.com/profile.php?id=100008152997381,NA,1,14,1,48,Hildesheim,3,1,1,0,1961,Alfeld (Leine),Hildesheim,MdB
173,Hegewald,Reinhard,NA,NA,https://www.facebook.com/hegewald.CDU/,NA,https://twitter.com/RHegewald,1,15,1,24,Aurich – Emden,3,0,1,1,1964,Emden,Loppersum (jetzt Hinte),Dipl.-Kaufmann
174,Kammer,Hans-Werner,NA,NA,https://www.facebook.com/hanswernerkammermdb/,https://www.facebook.com/hanswerner.kammer,NA,1,16,1,26,Friesland – Wilhelmshaven – Wittmund,3,1,1,1,1948,Zetel,Varel,MdB / Baukaufmann
175,Pols,Eckhard,NA,NA,https://www.facebook.com/eckhard.pols,NA,NA,1,17,1,37,Lüchow-Dannenberg – Lüneburg,3,1,1,1,1962,Lüneburg,Lüneburg,MdB / Glasermeister
176,Rösel,Kathrin,NA,NA,https://www.facebook.com/roesel.kathrin/,https://www.facebook.com/kathrin.roesel,https://twitter.com/kathyr111,1,18,1,35,Rotenburg I – Heidekreis,3,1,1,0,1970,Rotenburg (Wümme),Stendal,MdB / Erziehungswissenschaftlerin
177,Vietz,Michael,NA,NA,https://www.facebook.com/michaelvietz,https://www.facebook.com/vietz.michael/,https://twitter.com/michaelvietz,1,19,1,46,Hameln-Pyrmont – Holzminden,3,1,1,1,1968,Hameln,Hameln,MdB / Dipl.-Ökonom
178,Mattfeldt,Andreas,NA,NA,https://www.facebook.com/andreas.mattfeldt,NA,https://twitter.com/AMattfeldt,1,20,1,34,Osterholz – Verden,3,1,1,1,1969,Langwedel,Verden (Aller),MdB / Industriekaufmann
179,Grundmann,Oliver Klaus,NA,NA,https://www.facebook.com/mdb.olivergrundmann/,NA,NA,1,21,1,30,Stade I – Rotenburg II,3,1,1,1,1971,Stade,Stade,MdB / Rechtsanwalt
180,Berghegger,André,Dr.,NA,https://www.facebook.com/GemeinsamFuerAndre,https://www.facebook.com/andre.berghegger,NA,1,22,1,38,Osnabrück-Land,3,1,1,1,1972,Melle,Osnabrück,MdB / Jurist
181,Kühne,Roy,Dr.,NA,https://www.facebook.com/drroykuehne,https://www.facebook.com/roykuehne.nom,https://twitter.com/Dr_Roy_Kuehne,1,23,1,52,Goslar – Northeim – Osterode,3,1,1,1,1967,Northeim,Magdeburg,MdB
182,Lagosky,Uwe,NA,NA,https://www.facebook.com/SalzgitterWolfenbuettel/,NA,NA,1,24,1,49,Salzgitter – Wolfenbüttel,3,1,1,1,1962,Cremlingen,Braunschweig,MdB / Techniker
183,Breher,Silvia,NA,NA,https://www.facebook.com/Silvia.Breher.CDU/,https://www.facebook.com/silvia.breher,NA,1,25,1,32,Cloppenburg – Vechta,3,0,1,0,1973,Löningen,Löningen,Geschäftsführerin / Rechtsanwältin
184,Beermann,Maik,NA,NA,https://www.facebook.com/Beermann.Maik,https://www.facebook.com/maik.beermann.9,https://twitter.com/maikbeermann,1,26,1,40,Nienburg II – Schaumburg,3,1,1,1,1981,Steimbke,Nienburg (Weser),MdB / Sparkassenbetriebswirt
185,Knoerig,Axel,NA,NA,https://www.facebook.com/axel.knoerig/,https://www.facebook.com/profile.php?id=1195017071,NA,1,27,1,33,Diepholz – Nienburg I,3,1,1,1,1967,Kirchdorf,Bassum,MdB
186,Lach,Günter,NA,NA,https://www.facebook.com/guenterlachmdb/,NA,NA,1,28,1,51,Helmstedt – Wolfsburg,3,1,1,1,1954,Wolfsburg,Vorsfelde,MdB / Werkzeugmacher
187,Oppelt,Maximilian,NA,NA,https://www.facebook.com/MaximilianOppelt.CDU/,https://www.facebook.com/maximilian.oppelt.3,NA,1,29,1,41,Stadt Hannover I,3,0,1,1,1986,Hannover,Hannover,Jurist
188,Stegemann,Albert,NA,NA,https://www.facebook.com/albertstegemann1,https://www.facebook.com/albert.stegemann,NA,1,30,1,31,Mittelems,3,1,1,1,1976,Ringe,Nordhorn,MdB / Landwirtschaftsmeister
189,Woltmann,Barbara,NA,NA,https://www.facebook.com/BarbaraWoltmannMdB/,https://www.facebook.com/barbara.woltmann.1,NA,1,31,0,NA,NA,3,1,1,0,1957,Bad Zwischenahn,Rheinberg,MdB / Verwaltungsjuristin
190,Kuban,Tilman,NA,NA,https://www.facebook.com/tilman.kuban,NA,NA,1,32,0,NA,NA,3,0,1,1,1987,Barsinghausen,Langenhagen,Rechtsanwalt
191,Hajek,Rainer,NA,NA,https://www.facebook.com/profile.php?id=100011971000847,NA,NA,1,33,0,NA,NA,3,1,1,1,1945,Bockhorn,Wilhelmshaven,MdB / Groß- und Außenhandelskaufmann
192,Thiel,Barbara Regina,NA,NA,https://www.facebook.com/barbara.thiel.5851,NA,NA,1,34,0,NA,NA,3,0,1,0,1955,Springe,Salzgitter,Landesdatenschutzbeauftragte
193,Lorenz,Wilfried,NA,NA,https://www.facebook.com/wilfried.lorenz.92,NA,https://twitter.com/lorenz_wilfried,1,35,0,NA,NA,3,1,1,1,1942,Hannover,Prenzlau,MdB
194,Mackensen-Eder,Susanne,NA,NA,https://www.facebook.com/smackenseneder,NA,NA,1,36,0,NA,NA,3,0,1,0,1962,Osterode am Harz,Osterode am Harz,Dipl.-Ing. Maschinenbau (FH)
195,Witte,Britta,NA,NA,https://www.facebook.com/britta.witte.9,NA,NA,1,37,0,NA,NA,3,0,1,0,1959,Jesteburg,Hamburg,Hausfrau
196,Lübcke,Silvia Franziska,NA,NA,https://www.facebook.com/silvia.luebcke1,https://www.facebook.com/Aurichmitte/,https://twitter.com/silvialuebcke,1,38,0,NA,NA,3,0,1,0,1961,Aurich,Oberwarmensteinbach,Schaustellerin
197,Waldhelm,Eva-Kristin Isabelle Maria,Dr.,NA,NA,NA,NA,1,39,0,NA,NA,3,0,1,0,1981,Gieboldehausen,Göttingen,Apothekerin
198,Hille,Yvonne,NA,NA,NA,NA,NA,1,40,0,NA,NA,3,0,1,0,1982,Duderstadt,Göttingen,Projektmanagerin
199,Kollster,Silke Ute Ingetraud Marion,NA,NA,NA,NA,NA,1,41,0,NA,NA,3,0,1,0,1963,Celle,Celle,Dipl.-Kauffrau (FH)
200,Merfort,Claas,NA,NA,https://www.facebook.com/c.merfort,NA,https://twitter.com/claasmerfort,1,42,0,NA,NA,3,0,1,1,1984,Braunschweig,Wolfenbüttel,Prokurist
201,Meyer,Sabine,NA,NA,NA,NA,NA,1,43,0,NA,NA,3,0,1,0,1961,Dinklage,Fröndenberg,Rechtsanwältin / Notarin
202,Martens,Frauke,NA,NA,https://www.facebook.com/profile.php?id=100009567972542&hc_ref=SEARCH,NA,NA,1,44,0,NA,NA,3,0,1,0,1978,Berne,Oldenburg (Oldenburg),selbst. Industriekauffrau
203,Struckmann,Merle,NA,NA,NA,NA,NA,1,45,0,NA,NA,3,0,1,0,1981,Neustadt am Rübenberge,Hannover,Dipl.-Finanzwirtin
204,Kuhlmann,Josef,NA,NA,NA,NA,NA,1,46,0,NA,NA,3,0,1,1,1985,Lindern (Oldenburg),Löningen,Steuerberatungsassistent
205,Insinger,Monika,NA,NA,NA,NA,NA,1,47,0,NA,NA,3,0,1,0,1956,Niedernwöhren,Lüdersfeld,Finanzbeamtin
206,Schweer,Heike Gertrud Ursula,Dr.,NA,NA,NA,NA,1,48,0,NA,NA,3,0,1,0,1955,Bienenbüttel,Berlin,Tierärztin
207,Schmeing-Purschke,Ulrike,NA,NA,NA,NA,NA,1,49,0,NA,NA,3,0,1,0,1959,Georgsmarienhütte,Mülheim an der Ruhr,Juristin
208,Deppe,Thomas,NA,NA,https://www.facebook.com/thomas.deppe,NA,https://twitter.com/thomasdeppe_goe,1,50,0,NA,NA,3,0,1,1,1986,Göttingen,Northeim,Betriebswirt / Wirtschaftshistoriker
209,Schmidt-Berg,Lars,NA,NA,https://www.facebook.com/lars.schmidtberg,NA,NA,1,51,0,NA,NA,3,0,1,1,1978,Westerstede,Westerstede,Kaufmann
210,Derabin,Paul,NA,NA,https://www.facebook.com/paul.derabin,NA,https://twitter.com/paulderabin,1,52,0,NA,NA,3,0,1,1,1988,Laatzen,"Tschernenko, Russland",Rechtsreferendar
211,Reder,Klaus-Dieter,NA,NA,https://www.facebook.com/klausdieter.reder,NA,NA,1,53,0,NA,NA,3,0,1,1,1970,Wiesmoor,Aurich,Berufssoldat
212,Goda,Walter,NA,NA,https://www.facebook.com/walter.goda,NA,NA,1,54,0,NA,NA,3,0,1,1,1962,Damme,Damme,Geschäftsführer
213,Weber,Andreas,NA,NA,https://www.facebook.com/Weber.Rotenburg,NA,NA,1,55,0,NA,NA,3,0,1,1,1979,Königslutter am Elm,Braunschweig,Kreisgeschäftsführer
214,Wärner,Henrik,NA,NA,https://www.facebook.com/rikhen.nerwar,NA,NA,1,56,0,NA,NA,3,0,1,1,1992,Schiffdorf,Bremerhaven,Student der Agrarwissenschaften
215,Thalmann,Philipp,NA,NA,https://www.facebook.com/philipp.thalmann.73,NA,NA,1,57,0,NA,NA,3,0,1,1,1988,Hildesheim,Bassum,Studienrat
216,Oppermann,Thomas,NA,NA,https://www.facebook.com/OppermannTho/,NA,https://twitter.com/ThomasOppermann,1,1,1,53,Göttingen,3,1,2,1,1954,Göttingen,Freckenhorst,MdB / Jurist
217,Mittag,Susanne,NA,NA,https://www.facebook.com/susanne.mittag.9,https://www.facebook.com/Susanne-Mittag-1427944660783330/,https://twitter.com/susanne_mittag,1,2,1,28,Delmenhorst – Wesermarsch – Oldenburg-Land,3,1,2,0,1958,Delmenhorst,"Cleveland, USA",Polizeibeamtin
218,Miersch,Matthias,Dr.,NA,https://www.facebook.com/miersch.matthias/,NA,NA,1,3,1,47,Hannover-Land II,3,1,2,1,1968,Laatzen,Hannover,MdB / Rechtsanwalt
219,Ridder,Daniela,Dr.,De,https://www.facebook.com/dr.danieladeridder/,https://www.facebook.com/daniela.deridder,https://twitter.com/deridder_mdb,1,4,1,31,Mittelems,3,1,2,0,1962,Schüttorf,Kiel,MdB
220,Heil,Hubertus,NA,NA,https://www.facebook.com/mdb.hubertusheil/,NA,https://twitter.com/hubertus_heil,1,5,1,45,Gifhorn – Peine,3,1,2,1,1972,Peine,Hildesheim,MdB / Politikwissenschaftler
221,Marks,Caren,NA,NA,https://www.facebook.com/Caren.Marks/,NA,NA,1,6,1,43,Hannover-Land I,3,1,2,0,1963,Wedemark,Bad Pyrmont,MdB / Dipl.-Geografin
222,Klingbeil,Lars,NA,NA,https://www.facebook.com/klingbeil.lars,https://www.facebook.com/lars.klingbeil,https://twitter.com/larsklingbeil,1,7,1,35,Rotenburg I – Heidekreis,3,1,2,1,1978,Munster,Soltau,MdB
223,Stadler,Svenja,NA,NA,https://www.facebook.com/svenjastadlerspd,NA,https://twitter.com/stadler_svenja,1,8,1,36,Harburg,3,1,2,0,1976,Seevetal,Oldenburg (Oldenburg),MdB / Senior-PR-Beraterin
224,Spiering,Rainer,NA,NA,https://www.facebook.com/spiering2013/,https://www.facebook.com/rainerspiering,https://twitter.com/rainerspiering,1,9,1,38,Osnabrück-Land,3,1,2,1,1956,Bad Rothenfelde,Dissen,MdB
225,Lühmann,Kirsten,NA,NA,https://www.facebook.com/luehmannkirsten,https://www.facebook.com/kirsten.luhmann,https://twitter.com/kirstenluehmann,1,10,1,44,Celle – Uelzen,3,1,2,0,1964,Südheide,Oldenburg (Oldenburg),MdB / Polizistin
226,Rohde,Dennis,NA,NA,https://www.facebook.com/dennis.rohde/,https://www.facebook.com/profile.php?id=100010153981761,https://twitter.com/dennisrohde,1,11,1,27,Oldenburg – Ammerland,3,1,2,1,1986,Wiefelstede,Oldenburg (Oldenburg),MdB / Rechtsanwalt
227,Reimann,Carola,Dr.,NA,https://www.facebook.com/carola.reimann,NA,https://twitter.com/carolareimann,1,12,1,50,Braunschweig,3,1,2,0,1967,Braunschweig,Goch,MdB / Biotechnologin
228,Schraps,Johannes,NA,NA,https://www.facebook.com/johannes.schraps,https://www.facebook.com/johannes.schraps.spd/,https://twitter.com/jojoschraps,1,13,1,46,Hameln-Pyrmont – Holzminden,3,0,2,1,1983,Aerzen,Bad Pyrmont,wiss. Mitarbeiter
229,Völlers,Marja-Liisa,NA,NA,https://www.facebook.com/marjaliisa.vollers,https://www.facebook.com/voellers/,NA,1,14,1,40,Nienburg II – Schaumburg,3,0,2,0,1984,Rehburg-Loccum,Bückeburg,Studienrätin
230,Paschke,Markus Alfred Josef,NA,NA,https://www.facebook.com/mdbpaschke/,https://www.facebook.com/markus.paschke.77,https://twitter.com/markuspaschke,1,15,1,25,Unterems,3,1,2,1,1963,Ihlow,Bremen,MdB / Gewerkschaftssekretär
231,Jantz-Herrmann,Christina,NA,NA,https://www.facebook.com/jantz.christina/,https://www.facebook.com/christina.jantz,https://twitter.com/christinajantz,1,16,1,34,Osterholz – Verden,3,1,2,0,1978,Schwanewede,Bremen,MdB
232,Westphal,Bernd Helmut,NA,NA,https://www.facebook.com/bestphal/,NA,NA,1,17,1,48,Hildesheim,3,1,2,1,1960,Giesen,Hildesheim,MdB
233,Möller,Siemtje,NA,NA,https://www.facebook.com/siemtjemoeller/,https://www.facebook.com/LaSmooCanDo,NA,1,18,1,26,Friesland – Wilhelmshaven – Wittmund,3,0,2,0,1983,Varel,Emden,Lehrerin (StRin)
234,Mohrs,Falko,NA,NA,https://www.facebook.com/FMohrs,https://www.facebook.com/falko.mohrs,NA,1,19,1,51,Helmstedt – Wolfsburg,3,0,2,1,1984,Wolfsburg,Wolfsburg,Dipl.-Kaufmann (FH) / Speditionskaufmann
235,Lotze,Hiltrud,NA,NA,https://www.facebook.com/HiltrudLotzeMdB/,https://www.facebook.com/hiltrud.lotze.3,https://twitter.com/hiltrudlotze,1,20,1,37,Lüchow-Dannenberg – Lüneburg,3,1,2,0,1958,Lüneburg,Bauhaus (jetzt Nentershausen),MdB
236,Saathoff,Johann,NA,NA,https://www.facebook.com/johann.saathoff.52,NA,https://twitter.com/johann_saathoff,1,21,1,24,Aurich – Emden,3,1,2,1,1967,Krummhörn,Emden,MdB / Dipl.-Verwaltungswirt (FH)
237,Tack,Kerstin,NA,NA,https://www.facebook.com/kerstintack,NA,https://twitter.com/kerstin_tack,1,22,1,41,Stadt Hannover I,3,1,2,0,1968,Hannover,Wittingen,MdB / Dipl.-Sozialpädagogin
238,Kellmer,Oliver,NA,NA,https://www.facebook.com/oliverkellmerstade/,https://www.facebook.com/oliver.kellmer,https://twitter.com/oliverkellmer,1,23,1,30,Stade I – Rotenburg II,3,0,2,1,1976,Stade,Bremerhaven,Vors. Richter am VG
239,Fahimi,Yasmin,NA,NA,https://www.facebook.com/yasmin.fahimi,NA,https://twitter.com/yasmin_fahimi,1,24,1,42,Stadt Hannover II,3,0,2,0,1967,Hannover,Hannover,Staatssekretärin / Dipl.-Chemikerin
240,Gabriel,Sigmar Hartmut,NA,NA,https://www.facebook.com/sigmar.gabriel,NA,https://twitter.com/sigmargabriel,1,25,1,49,Salzgitter – Wolfenbüttel,3,1,2,1,1959,Goslar,Goslar,MdB / Bundesminister
241,Schulte-Schoh,Antje,NA,NA,https://www.facebook.com/Antje-Schulte-Schoh-1396073370432522/,https://www.facebook.com/antje.schulteschoh,NA,1,26,1,39,Stadt Osnabrück,3,0,2,0,1963,Osnabrück,Detmold,Altenpflegerin
242,Özkan,Tevfik,NA,NA,https://www.facebook.com/tevfik.oezkan/,https://www.facebook.com/tyo788,NA,1,27,1,33,Diepholz – Nienburg I,3,0,2,1,1988,Weyhe,Bremen,Jurist
243,Puvogel,Susanne,NA,NA,https://www.facebook.com/susannepuvogel.spd/,https://www.facebook.com/susanne.puvogel,NA,1,28,1,29,Cuxhaven – Stade II,3,0,2,0,1964,Hagen im Bremischen,Cuxhaven,Dipl.-Verwaltungswirtin
244,Kater,Kristian,NA,NA,https://www.facebook.com/kristian.kater/,https://www.facebook.com/kristian.kater.vechta,https://twitter.com/kristiankater,1,29,1,32,Cloppenburg – Vechta,3,0,2,1,1983,Vechta,Lohne (Oldenburg),Dipl.-Betriebswirt
245,Seidel,Marcus,NA,NA,https://www.facebook.com/marcusseidelspd/,https://www.facebook.com/marcus.seidel.169,NA,1,30,1,52,Goslar – Northeim – Osterode,3,0,2,1,1970,Einbeck,Holzminden,kfm. Angestellter
246,Mende,Dirk-Ulrich August Heinrich,NA,NA,https://www.facebook.com/dirkulrichmende,https://www.facebook.com/profile.php?id=100009837825572,NA,1,31,0,NA,NA,3,0,2,1,1957,Celle,Münster,Jurist
247,Retzlaff,Julia Marte,NA,NA,NA,NA,NA,1,32,0,NA,NA,3,0,2,0,1978,Braunschweig,Braunschweig,Historikerin (M. A.) / Abteilungsleiterin
248,Abdinghoff-Feldkemper,Olaf,NA,NA,https://www.facebook.com/profile.php?id=100000204254839,NA,NA,1,33,0,NA,NA,3,0,2,1,1964,Wallenhorst,Braunschweig,Geschäftsführer
249,Affani,Nadia,NA,NA,https://www.facebook.com/nadia.affani,NA,NA,1,34,0,NA,NA,3,0,2,0,1976,Göttingen,Steinheim (Westf.),wiss. Mitarbeiterin
250,Lager,Werner,NA,NA,NA,NA,NA,1,35,0,NA,NA,3,0,2,1,1957,Kettenkamp,Kettenkamp,Fleischermeister
251,Kemper,Claudia Theresia,Dr.,NA,https://www.facebook.com/claudia.kemper.545,NA,NA,1,36,0,NA,NA,3,0,2,0,1967,Bassum,Höxter,Gesundheitswissenschaftlerin
252,Baumgarten,Heino,NA,NA,https://www.facebook.com/heino.baumgarten,NA,NA,1,37,0,NA,NA,3,0,2,1,1959,Drochtersen,Drochtersen,Geschäftsführer
253,Hillen,Sonja,Dr.,NA,NA,NA,NA,1,38,0,NA,NA,3,0,2,0,1983,Essen (Oldenburg),Cloppenburg,Tierärztin
254,Letter,Michael,NA,NA,NA,NA,NA,1,39,0,NA,NA,3,0,2,1,1961,Salzgitter,Salzgitter,Sozial- und Gesundheitsmanager (M. A.) / Dipl.-Sozialpädagoge
255,Schoner,Katja,NA,NA,NA,NA,NA,1,40,0,NA,NA,3,0,2,0,1970,Lamspringe,Alfeld / Leine,Kauffrau
256,Manal,Klaus Wilhelm,NA,NA,https://www.facebook.com/kmanal1,NA,https://twitter.com/chaperon2009b,1,41,0,NA,NA,3,0,2,1,1954,Ebersdorf,Ebersdorf,Bankkaufmann i. R.
257,Kruse,Laura,NA,NA,https://www.facebook.com/madda.pu,NA,NA,1,42,0,NA,NA,3,0,2,0,1993,Rhauderfehn,Barßel,Erzieherin
